delta,trial,S_count,I_count,R_count,S_proportion,I_proportion,R_proportion
5.0,6,17,17,6,0.425,0.425,0.15
5.0,7,9,15,16,0.225,0.375,0.4
5.0,8,17,13,10,0.425,0.325,0.25
5.0,9,40,0,0,1.0,0.0,0.0
5.0,10,40,0,0,1.0,0.0,0.0
5.0,11,25,13,2,0.625,0.325,0.05
5.0,12,23,9,8,0.575,0.225,0.2
5.0,13,16,13,11,0.4,0.325,0.275
5.0,14,19,14,7,0.475,0.35,0.175
5.0,15,11,26,3,0.275,0.65,0.075
5.0,16,16,18,6,0.4,0.45,0.15
5.0,17,40,0,0,1.0,0.0,0.0
5.0,18,40,0,0,1.0,0.0,0.0
5.0,19,40,0,0,1.0,0.0,0.0
5.0,20,17,20,3,0.425,0.5,0.075
5.0,21,20,15,5,0.5,0.375,0.125
5.0,22,13,20,7,0.325,0.5,0.175
5.0,23,40,0,0,1.0,0.0,0.0
5.0,24,40,0,0,1.0,0.0,0.0
5.0,25,40,0,0,1.0,0.0,0.0
5.0,26,40,0,0,1.0,0.0,0.0
5.0,27,40,0,0,1.0,0.0,0.0
5.0,28,40,0,0,1.0,0.0,0.0
5.0,29,40,0,0,1.0,0.0,0.0
5.0,30,18,11,11,0.45,0.275,0.275
5.0,31,40,0,0,1.0,0.0,0.0
5.0,32,6,20,14,0.15,0.5,0.35
5.0,33,40,0,0,1.0,0.0,0.0
5.0,34,27,7,6,0.675,0.175,0.15
5.0,35,40,0,0,1.0,0.0,0.0
5.0,36,24,8,8,0.6,0.2,0.2
5.0,37,40,0,0,1.0,0.0,0.0
5.0,38,19,14,7,0.475,0.35,0.175
5.0,39,21,10,9,0.525,0.25,0.225
5.0,40,19,14,7,0.475,0.35,0.175
5.0,41,40,0,0,1.0,0.0,0.0
5.0,42,19,13,8,0.475,0.325,0.2
5.0,43,40,0,0,1.0,0.0,0.0
5.0,44,40,0,0,1.0,0.0,0.0
5.0,45,40,0,0,1.0,0.0,0.0
5.0,46,40,0,0,1.0,0.0,0.0
5.0,47,40,0,0,1.0,0.0,0.0
5.0,48,40,0,0,1.0,0.0,0.0
5.0,49,40,0,0,1.0,0.0,0.0
5.0,50,32,6,2,0.8,0.15,0.05
5.0,51,40,0,0,1.0,0.0,0.0
5.0,52,40,0,0,1.0,0.0,0.0
5.0,53,18,11,11,0.45,0.275,0.275
5.0,54,40,0,0,1.0,0.0,0.0
5.0,55,40,0,0,1.0,0.0,0.0
5.0,56,40,0,0,1.0,0.0,0.0
5.0,57,28,8,4,0.7,0.2,0.1
5.0,58,32,1,7,0.8,0.025,0.175
5.0,59,24,7,9,0.6,0.175,0.225
5.0,60,25,12,3,0.625,0.3,0.075
5.0,61,40,0,0,1.0,0.0,0.0
5.0,62,20,14,6,0.5,0.35,0.15
5.0,63,40,0,0,1.0,0.0,0.0
5.0,64,11,19,10,0.275,0.475,0.25
5.0,65,40,0,0,1.0,0.0,0.0
5.0,66,8,26,6,0.2,0.65,0.15
5.0,67,40,0,0,1.0,0.0,0.0
5.0,68,23,10,7,0.575,0.25,0.175
5.0,69,20,16,4,0.5,0.4,0.1
5.0,70,18,12,10,0.45,0.3,0.25
5.0,71,40,0,0,1.0,0.0,0.0
5.0,72,40,0,0,1.0,0.0,0.0
5.0,73,20,14,6,0.5,0.35,0.15
5.0,74,25,5,10,0.625,0.125,0.25
5.0,75,28,8,4,0.7,0.2,0.1
5.0,76,19,14,7,0.475,0.35,0.175
5.0,77,40,0,0,1.0,0.0,0.0
5.0,78,40,0,0,1.0,0.0,0.0
5.0,79,40,0,0,1.0,0.0,0.0
5.0,80,19,13,8,0.475,0.325,0.2
5.0,81,16,21,3,0.4,0.525,0.075
5.0,82,40,0,0,1.0,0.0,0.0
5.0,83,40,0,0,1.0,0.0,0.0
5.0,84,20,13,7,0.5,0.325,0.175
5.0,85,40,0,0,1.0,0.0,0.0
5.0,86,22,11,7,0.55,0.275,0.175
5.0,87,40,0,0,1.0,0.0,0.0
5.0,88,26,10,4,0.65,0.25,0.1
5.0,89,40,0,0,1.0,0.0,0.0
5.0,90,40,0,0,1.0,0.0,0.0
5.0,91,40,0,0,1.0,0.0,0.0
5.0,92,40,0,0,1.0,0.0,0.0
5.0,93,24,10,6,0.6,0.25,0.15
5.0,94,14,19,7,0.35,0.475,0.175
5.0,95,40,0,0,1.0,0.0,0.0
5.0,96,40,0,0,1.0,0.0,0.0
5.0,97,40,0,0,1.0,0.0,0.0
5.0,98,25,11,4,0.625,0.275,0.1
5.0,99,40,0,0,1.0,0.0,0.0
5.5,0,40,0,0,1.0,0.0,0.0
5.5,1,16,20,4,0.4,0.5,0.1
5.5,2,40,0,0,1.0,0.0,0.0
5.5,3,40,0,0,1.0,0.0,0.0
5.5,4,40,0,0,1.0,0.0,0.0
5.5,5,40,0,0,1.0,0.0,0.0
5.5,6,34,1,5,0.85,0.025,0.125
5.5,7,40,0,0,1.0,0.0,0.0
5.5,8,11,8,21,0.275,0.2,0.525
5.5,9,40,0,0,1.0,0.0,0.0
5.5,10,40,0,0,1.0,0.0,0.0
5.5,11,40,0,0,1.0,0.0,0.0
5.5,12,19,12,9,0.475,0.3,0.225
5.5,13,27,9,4,0.675,0.225,0.1
5.5,14,40,0,0,1.0,0.0,0.0
5.5,15,40,0,0,1.0,0.0,0.0
5.5,16,40,0,0,1.0,0.0,0.0
5.5,17,40,0,0,1.0,0.0,0.0
5.5,18,40,0,0,1.0,0.0,0.0
5.5,19,40,0,0,1.0,0.0,0.0
5.5,20,40,0,0,1.0,0.0,0.0
5.5,21,40,0,0,1.0,0.0,0.0
5.5,22,40,0,0,1.0,0.0,0.0
5.5,23,40,0,0,1.0,0.0,0.0
5.5,24,40,0,0,1.0,0.0,0.0
5.5,25,40,0,0,1.0,0.0,0.0
5.5,26,40,0,0,1.0,0.0,0.0
5.5,27,40,0,0,1.0,0.0,0.0
5.5,28,40,0,0,1.0,0.0,0.0
5.5,29,40,0,0,1.0,0.0,0.0
5.5,30,40,0,0,1.0,0.0,0.0
5.5,31,40,0,0,1.0,0.0,0.0
5.5,32,40,0,0,1.0,0.0,0.0
5.5,33,22,17,1,0.55,0.425,0.025
5.5,34,40,0,0,1.0,0.0,0.0
5.5,35,26,9,5,0.65,0.225,0.125
5.5,36,19,11,10,0.475,0.275,0.25
5.5,37,18,14,8,0.45,0.35,0.2
5.5,38,28,7,5,0.7,0.175,0.125
5.5,39,40,0,0,1.0,0.0,0.0
5.5,40,14,21,5,0.35,0.525,0.125
5.5,41,40,0,0,1.0,0.0,0.0
5.5,42,40,0,0,1.0,0.0,0.0
5.5,43,40,0,0,1.0,0.0,0.0
5.5,44,28,11,1,0.7,0.275,0.025
5.5,45,40,0,0,1.0,0.0,0.0
5.5,46,40,0,0,1.0,0.0,0.0
5.5,47,40,0,0,1.0,0.0,0.0
5.5,48,40,0,0,1.0,0.0,0.0
5.5,49,30,6,4,0.75,0.15,0.1
5.5,50,40,0,0,1.0,0.0,0.0
5.5,51,24,10,6,0.6,0.25,0.15
5.5,52,40,0,0,1.0,0.0,0.0
5.5,53,28,5,7,0.7,0.125,0.175
5.5,54,40,0,0,1.0,0.0,0.0
5.5,55,18,16,6,0.45,0.4,0.15
5.5,56,14,17,9,0.35,0.425,0.225
5.5,57,40,0,0,1.0,0.0,0.0
5.5,58,40,0,0,1.0,0.0,0.0
5.5,59,40,0,0,1.0,0.0,0.0
5.5,60,40,0,0,1.0,0.0,0.0
5.5,61,40,0,0,1.0,0.0,0.0
5.5,62,20,8,12,0.5,0.2,0.3
5.5,63,31,7,2,0.775,0.175,0.05
5.5,64,40,0,0,1.0,0.0,0.0
5.5,65,40,0,0,1.0,0.0,0.0
5.5,66,40,0,0,1.0,0.0,0.0
5.5,67,40,0,0,1.0,0.0,0.0
5.5,68,16,16,8,0.4,0.4,0.2
5.5,69,40,0,0,1.0,0.0,0.0
5.5,70,19,12,9,0.475,0.3,0.225
5.5,71,40,0,0,1.0,0.0,0.0
5.5,72,40,0,0,1.0,0.0,0.0
5.5,73,11,19,10,0.275,0.475,0.25
5.5,74,30,9,1,0.75,0.225,0.025
5.5,75,40,0,0,1.0,0.0,0.0
5.5,76,40,0,0,1.0,0.0,0.0
5.5,77,40,0,0,1.0,0.0,0.0
5.5,78,40,0,0,1.0,0.0,0.0
5.5,79,13,21,6,0.325,0.525,0.15
5.5,80,40,0,0,1.0,0.0,0.0
5.5,81,22,8,10,0.55,0.2,0.25
5.5,82,40,0,0,1.0,0.0,0.0
5.5,83,11,12,17,0.275,0.3,0.425
5.5,84,18,15,7,0.45,0.375,0.175
5.5,85,40,0,0,1.0,0.0,0.0
5.5,86,40,0,0,1.0,0.0,0.0
5.5,87,40,0,0,1.0,0.0,0.0
5.5,88,16,16,8,0.4,0.4,0.2
5.5,89,21,9,10,0.525,0.225,0.25
5.5,90,40,0,0,1.0,0.0,0.0
5.5,91,40,0,0,1.0,0.0,0.0
5.5,92,26,12,2,0.65,0.3,0.05
5.5,93,40,0,0,1.0,0.0,0.0
5.5,94,40,0,0,1.0,0.0,0.0
5.5,95,40,0,0,1.0,0.0,0.0
5.5,96,40,0,0,1.0,0.0,0.0
5.5,97,40,0,0,1.0,0.0,0.0
5.5,98,40,0,0,1.0,0.0,0.0
5.5,99,40,0,0,1.0,0.0,0.0
6.0,0,40,0,0,1.0,0.0,0.0
6.0,1,22,11,7,0.55,0.275,0.175
6.0,2,26,8,6,0.65,0.2,0.15
6.0,3,40,0,0,1.0,0.0,0.0
6.0,4,40,0,0,1.0,0.0,0.0
6.0,5,21,9,10,0.525,0.225,0.25
6.0,6,40,0,0,1.0,0.0,0.0
6.0,7,40,0,0,1.0,0.0,0.0
6.0,8,26,11,3,0.65,0.275,0.075
6.0,9,40,0,0,1.0,0.0,0.0
6.0,10,21,13,6,0.525,0.325,0.15
6.0,11,40,0,0,1.0,0.0,0.0
6.0,12,40,0,0,1.0,0.0,0.0
6.0,13,40,0,0,1.0,0.0,0.0
6.0,14,20,13,7,0.5,0.325,0.175
6.0,15,40,0,0,1.0,0.0,0.0
6.0,16,40,0,0,1.0,0.0,0.0
6.0,17,40,0,0,1.0,0.0,0.0
6.0,18,40,0,0,1.0,0.0,0.0
6.0,19,40,0,0,1.0,0.0,0.0
6.0,20,40,0,0,1.0,0.0,0.0
6.0,21,9,19,12,0.225,0.475,0.3
6.0,22,40,0,0,1.0,0.0,0.0
6.0,23,40,0,0,1.0,0.0,0.0
6.0,24,40,0,0,1.0,0.0,0.0
6.0,25,40,0,0,1.0,0.0,0.0
6.0,26,40,0,0,1.0,0.0,0.0
6.0,27,40,0,0,1.0,0.0,0.0
6.0,28,12,22,6,0.3,0.55,0.15
6.0,29,24,14,2,0.6,0.35,0.05
6.0,30,40,0,0,1.0,0.0,0.0
6.0,31,40,0,0,1.0,0.0,0.0
6.0,32,40,0,0,1.0,0.0,0.0
6.0,33,40,0,0,1.0,0.0,0.0
6.0,34,40,0,0,1.0,0.0,0.0
6.0,35,40,0,0,1.0,0.0,0.0
6.0,36,18,11,11,0.45,0.275,0.275
6.0,37,20,15,5,0.5,0.375,0.125
6.0,38,40,0,0,1.0,0.0,0.0
6.0,39,40,0,0,1.0,0.0,0.0
6.0,40,40,0,0,1.0,0.0,0.0
6.0,41,17,17,6,0.425,0.425,0.15
6.0,42,40,0,0,1.0,0.0,0.0
6.0,43,40,0,0,1.0,0.0,0.0
6.0,44,40,0,0,1.0,0.0,0.0
6.0,45,25,8,7,0.625,0.2,0.175
6.0,46,40,0,0,1.0,0.0,0.0
6.0,47,40,0,0,1.0,0.0,0.0
6.0,48,40,0,0,1.0,0.0,0.0
6.0,49,40,0,0,1.0,0.0,0.0
6.0,50,40,0,0,1.0,0.0,0.0
6.0,51,40,0,0,1.0,0.0,0.0
6.0,52,40,0,0,1.0,0.0,0.0
6.0,53,40,0,0,1.0,0.0,0.0
6.0,54,24,10,6,0.6,0.25,0.15
6.0,55,25,11,4,0.625,0.275,0.1
6.0,56,40,0,0,1.0,0.0,0.0
6.0,57,40,0,0,1.0,0.0,0.0
6.0,58,22,13,5,0.55,0.325,0.125
6.0,59,40,0,0,1.0,0.0,0.0
6.0,60,40,0,0,1.0,0.0,0.0
6.0,61,40,0,0,1.0,0.0,0.0
6.0,62,40,0,0,1.0,0.0,0.0
6.0,63,40,0,0,1.0,0.0,0.0
6.0,64,12,11,17,0.3,0.275,0.425
6.0,65,40,0,0,1.0,0.0,0.0
6.0,66,20,16,4,0.5,0.4,0.1
6.0,67,30,6,4,0.75,0.15,0.1
6.0,68,40,0,0,1.0,0.0,0.0
6.0,69,40,0,0,1.0,0.0,0.0
6.0,70,40,0,0,1.0,0.0,0.0
6.0,71,40,0,0,1.0,0.0,0.0
6.0,72,40,0,0,1.0,0.0,0.0
6.0,73,32,0,8,0.8,0.0,0.2
6.0,74,40,0,0,1.0,0.0,0.0
6.0,75,40,0,0,1.0,0.0,0.0
6.0,76,40,0,0,1.0,0.0,0.0
6.0,77,10,16,14,0.25,0.4,0.35
6.0,78,40,0,0,1.0,0.0,0.0
6.0,79,15,22,3,0.375,0.55,0.075
6.0,80,22,7,11,0.55,0.175,0.275
6.0,81,40,0,0,1.0,0.0,0.0
6.0,82,40,0,0,1.0,0.0,0.0
6.0,83,40,0,0,1.0,0.0,0.0
6.0,84,40,0,0,1.0,0.0,0.0
6.0,85,40,0,0,1.0,0.0,0.0
6.0,86,40,0,0,1.0,0.0,0.0
6.0,87,26,11,3,0.65,0.275,0.075
6.0,88,40,0,0,1.0,0.0,0.0
6.0,89,40,0,0,1.0,0.0,0.0
6.0,90,40,0,0,1.0,0.0,0.0
6.0,91,40,0,0,1.0,0.0,0.0
6.0,92,40,0,0,1.0,0.0,0.0
6.0,93,8,18,14,0.2,0.45,0.35
6.0,94,40,0,0,1.0,0.0,0.0
6.0,95,15,12,13,0.375,0.3,0.325
6.0,96,19,12,9,0.475,0.3,0.225
6.0,97,40,0,0,1.0,0.0,0.0
6.0,98,40,0,0,1.0,0.0,0.0
6.0,99,40,0,0,1.0,0.0,0.0
6.5,0,40,0,0,1.0,0.0,0.0
6.5,1,40,0,0,1.0,0.0,0.0
6.5,2,6,14,20,0.15,0.35,0.5
6.5,3,40,0,0,1.0,0.0,0.0
6.5,4,40,0,0,1.0,0.0,0.0
6.5,5,40,0,0,1.0,0.0,0.0
6.5,6,40,0,0,1.0,0.0,0.0
6.5,7,40,0,0,1.0,0.0,0.0
6.5,8,40,0,0,1.0,0.0,0.0
6.5,9,40,0,0,1.0,0.0,0.0
6.5,10,40,0,0,1.0,0.0,0.0
6.5,11,40,0,0,1.0,0.0,0.0
6.5,12,40,0,0,1.0,0.0,0.0
6.5,13,40,0,0,1.0,0.0,0.0
6.5,14,40,0,0,1.0,0.0,0.0
6.5,15,23,3,14,0.575,0.075,0.35
6.5,16,40,0,0,1.0,0.0,0.0
6.5,17,40,0,0,1.0,0.0,0.0
6.5,18,15,15,10,0.375,0.375,0.25
6.5,19,40,0,0,1.0,0.0,0.0
6.5,20,27,5,8,0.675,0.125,0.2
6.5,21,40,0,0,1.0,0.0,0.0
6.5,22,40,0,0,1.0,0.0,0.0
6.5,23,40,0,0,1.0,0.0,0.0
6.5,24,40,0,0,1.0,0.0,0.0
6.5,25,40,0,0,1.0,0.0,0.0
6.5,26,40,0,0,1.0,0.0,0.0
6.5,27,40,0,0,1.0,0.0,0.0
6.5,28,40,0,0,1.0,0.0,0.0
6.5,29,40,0,0,1.0,0.0,0.0
6.5,30,40,0,0,1.0,0.0,0.0
6.5,31,40,0,0,1.0,0.0,0.0
6.5,32,40,0,0,1.0,0.0,0.0
6.5,33,14,18,8,0.35,0.45,0.2
6.5,34,40,0,0,1.0,0.0,0.0
6.5,35,40,0,0,1.0,0.0,0.0
6.5,36,40,0,0,1.0,0.0,0.0
6.5,37,40,0,0,1.0,0.0,0.0
6.5,38,40,0,0,1.0,0.0,0.0
6.5,39,40,0,0,1.0,0.0,0.0
6.5,40,28,3,9,0.7,0.075,0.225
6.5,41,40,0,0,1.0,0.0,0.0
6.5,42,40,0,0,1.0,0.0,0.0
6.5,43,40,0,0,1.0,0.0,0.0
6.5,44,40,0,0,1.0,0.0,0.0
6.5,45,40,0,0,1.0,0.0,0.0
6.5,46,40,0,0,1.0,0.0,0.0
6.5,47,40,0,0,1.0,0.0,0.0
6.5,48,40,0,0,1.0,0.0,0.0
6.5,49,40,0,0,1.0,0.0,0.0
6.5,50,40,0,0,1.0,0.0,0.0
6.5,51,21,8,11,0.525,0.2,0.275
6.5,52,40,0,0,1.0,0.0,0.0
6.5,53,40,0,0,1.0,0.0,0.0
6.5,54,40,0,0,1.0,0.0,0.0
6.5,55,40,0,0,1.0,0.0,0.0
6.5,56,40,0,0,1.0,0.0,0.0
6.5,57,40,0,0,1.0,0.0,0.0
6.5,58,19,9,12,0.475,0.225,0.3
6.5,59,40,0,0,1.0,0.0,0.0
6.5,60,40,0,0,1.0,0.0,0.0
6.5,61,40,0,0,1.0,0.0,0.0
6.5,62,40,0,0,1.0,0.0,0.0
6.5,63,40,0,0,1.0,0.0,0.0
6.5,64,40,0,0,1.0,0.0,0.0
6.5,65,40,0,0,1.0,0.0,0.0
6.5,66,40,0,0,1.0,0.0,0.0
6.5,67,40,0,0,1.0,0.0,0.0
6.5,68,40,0,0,1.0,0.0,0.0
6.5,69,13,6,21,0.325,0.15,0.525
6.5,70,40,0,0,1.0,0.0,0.0
6.5,71,23,15,2,0.575,0.375,0.05
6.5,72,40,0,0,1.0,0.0,0.0
6.5,73,40,0,0,1.0,0.0,0.0
6.5,74,40,0,0,1.0,0.0,0.0
6.5,75,40,0,0,1.0,0.0,0.0
6.5,76,40,0,0,1.0,0.0,0.0
6.5,77,40,0,0,1.0,0.0,0.0
6.5,78,40,0,0,1.0,0.0,0.0
6.5,79,40,0,0,1.0,0.0,0.0
6.5,80,16,10,14,0.4,0.25,0.35
6.5,81,40,0,0,1.0,0.0,0.0
6.5,82,40,0,0,1.0,0.0,0.0
6.5,83,40,0,0,1.0,0.0,0.0
6.5,84,40,0,0,1.0,0.0,0.0
6.5,85,40,0,0,1.0,0.0,0.0
6.5,86,40,0,0,1.0,0.0,0.0
6.5,87,40,0,0,1.0,0.0,0.0
6.5,88,16,12,12,0.4,0.3,0.3
6.5,89,40,0,0,1.0,0.0,0.0
6.5,90,14,9,17,0.35,0.225,0.425
6.5,91,40,0,0,1.0,0.0,0.0
6.5,92,40,0,0,1.0,0.0,0.0
6.5,93,40,0,0,1.0,0.0,0.0
6.5,94,40,0,0,1.0,0.0,0.0
6.5,95,40,0,0,1.0,0.0,0.0
6.5,96,40,0,0,1.0,0.0,0.0
6.5,97,40,0,0,1.0,0.0,0.0
6.5,98,40,0,0,1.0,0.0,0.0
6.5,99,40,0,0,1.0,0.0,0.0
7.0,0,40,0,0,1.0,0.0,0.0
7.0,1,40,0,0,1.0,0.0,0.0
7.0,2,40,0,0,1.0,0.0,0.0
7.0,3,40,0,0,1.0,0.0,0.0
7.0,4,40,0,0,1.0,0.0,0.0
7.0,5,40,0,0,1.0,0.0,0.0
7.0,6,40,0,0,1.0,0.0,0.0
7.0,7,40,0,0,1.0,0.0,0.0
7.0,8,40,0,0,1.0,0.0,0.0
7.0,9,40,0,0,1.0,0.0,0.0
7.0,10,40,0,0,1.0,0.0,0.0
7.0,11,40,0,0,1.0,0.0,0.0
7.0,12,40,0,0,1.0,0.0,0.0
7.0,13,40,0,0,1.0,0.0,0.0
7.0,14,40,0,0,1.0,0.0,0.0
7.0,15,40,0,0,1.0,0.0,0.0
7.0,16,40,0,0,1.0,0.0,0.0
7.0,17,40,0,0,1.0,0.0,0.0
7.0,18,40,0,0,1.0,0.0,0.0
7.0,19,40,0,0,1.0,0.0,0.0
7.0,20,17,16,7,0.425,0.4,0.175
7.0,21,40,0,0,1.0,0.0,0.0
7.0,22,40,0,0,1.0,0.0,0.0
7.0,23,40,0,0,1.0,0.0,0.0
7.0,24,21,10,9,0.525,0.25,0.225
7.0,25,26,9,5,0.65,0.225,0.125
7.0,26,40,0,0,1.0,0.0,0.0
7.0,27,40,0,0,1.0,0.0,0.0
7.0,28,40,0,0,1.0,0.0,0.0
7.0,29,40,0,0,1.0,0.0,0.0
7.0,30,5,24,11,0.125,0.6,0.275
7.0,31,40,0,0,1.0,0.0,0.0
7.0,32,40,0,0,1.0,0.0,0.0
7.0,33,40,0,0,1.0,0.0,0.0
7.0,34,40,0,0,1.0,0.0,0.0
7.0,35,40,0,0,1.0,0.0,0.0
7.0,36,40,0,0,1.0,0.0,0.0
7.0,37,40,0,0,1.0,0.0,0.0
7.0,38,20,10,10,0.5,0.25,0.25
7.0,39,40,0,0,1.0,0.0,0.0
7.0,40,31,3,6,0.775,0.075,0.15
7.0,41,40,0,0,1.0,0.0,0.0
7.0,42,40,0,0,1.0,0.0,0.0
7.0,43,40,0,0,1.0,0.0,0.0
7.0,44,40,0,0,1.0,0.0,0.0
7.0,45,40,0,0,1.0,0.0,0.0
7.0,46,40,0,0,1.0,0.0,0.0
7.0,47,25,13,2,0.625,0.325,0.05
7.0,48,40,0,0,1.0,0.0,0.0
7.0,49,40,0,0,1.0,0.0,0.0
7.0,50,40,0,0,1.0,0.0,0.0
7.0,51,30,4,6,0.75,0.1,0.15
7.0,52,27,11,2,0.675,0.275,0.05
7.0,53,40,0,0,1.0,0.0,0.0
7.0,54,40,0,0,1.0,0.0,0.0
7.0,55,40,0,0,1.0,0.0,0.0
7.0,56,20,11,9,0.5,0.275,0.225
7.0,57,17,15,8,0.425,0.375,0.2
7.0,58,40,0,0,1.0,0.0,0.0
7.0,59,40,0,0,1.0,0.0,0.0
7.0,60,40,0,0,1.0,0.0,0.0
7.0,61,40,0,0,1.0,0.0,0.0
7.0,62,40,0,0,1.0,0.0,0.0
7.0,63,40,0,0,1.0,0.0,0.0
7.0,64,40,0,0,1.0,0.0,0.0
7.0,65,40,0,0,1.0,0.0,0.0
7.0,66,40,0,0,1.0,0.0,0.0
7.0,67,40,0,0,1.0,0.0,0.0
7.0,68,40,0,0,1.0,0.0,0.0
7.0,69,40,0,0,1.0,0.0,0.0
7.0,70,40,0,0,1.0,0.0,0.0
7.0,71,21,13,6,0.525,0.325,0.15
7.0,72,12,22,6,0.3,0.55,0.15
7.0,73,40,0,0,1.0,0.0,0.0
7.0,74,40,0,0,1.0,0.0,0.0
7.0,75,40,0,0,1.0,0.0,0.0
7.0,76,40,0,0,1.0,0.0,0.0
7.0,77,40,0,0,1.0,0.0,0.0
7.0,78,40,0,0,1.0,0.0,0.0
7.0,79,40,0,0,1.0,0.0,0.0
7.0,80,40,0,0,1.0,0.0,0.0
7.0,81,40,0,0,1.0,0.0,0.0
7.0,82,40,0,0,1.0,0.0,0.0
7.0,83,40,0,0,1.0,0.0,0.0
7.0,84,40,0,0,1.0,0.0,0.0
7.0,85,40,0,0,1.0,0.0,0.0
7.0,86,40,0,0,1.0,0.0,0.0
7.0,87,30,4,6,0.75,0.1,0.15
7.0,88,40,0,0,1.0,0.0,0.0
7.0,89,26,7,7,0.65,0.175,0.175
7.0,90,40,0,0,1.0,0.0,0.0
7.0,91,19,5,16,0.475,0.125,0.4
7.0,92,40,0,0,1.0,0.0,0.0
7.0,93,40,0,0,1.0,0.0,0.0
7.0,94,40,0,0,1.0,0.0,0.0
7.0,95,8,16,16,0.2,0.4,0.4
7.0,96,17,9,14,0.425,0.225,0.35
7.0,97,40,0,0,1.0,0.0,0.0
7.0,98,40,0,0,1.0,0.0,0.0
7.0,99,40,0,0,1.0,0.0,0.0
7.5,0,40,0,0,1.0,0.0,0.0
7.5,1,40,0,0,1.0,0.0,0.0
7.5,2,19,8,13,0.475,0.2,0.325
7.5,3,40,0,0,1.0,0.0,0.0
7.5,4,40,0,0,1.0,0.0,0.0
7.5,5,40,0,0,1.0,0.0,0.0
7.5,6,40,0,0,1.0,0.0,0.0
7.5,7,40,0,0,1.0,0.0,0.0
7.5,8,16,10,14,0.4,0.25,0.35
7.5,9,40,0,0,1.0,0.0,0.0
7.5,10,40,0,0,1.0,0.0,0.0
7.5,11,40,0,0,1.0,0.0,0.0
7.5,12,40,0,0,1.0,0.0,0.0
7.5,13,40,0,0,1.0,0.0,0.0
7.5,14,40,0,0,1.0,0.0,0.0
7.5,15,13,17,10,0.325,0.425,0.25
7.5,16,40,0,0,1.0,0.0,0.0
7.5,17,40,0,0,1.0,0.0,0.0
7.5,18,40,0,0,1.0,0.0,0.0
7.5,19,40,0,0,1.0,0.0,0.0
7.5,20,28,5,7,0.7,0.125,0.175
7.5,21,40,0,0,1.0,0.0,0.0
7.5,22,13,19,8,0.325,0.475,0.2
7.5,23,40,0,0,1.0,0.0,0.0
7.5,24,40,0,0,1.0,0.0,0.0
7.5,25,40,0,0,1.0,0.0,0.0
7.5,26,40,0,0,1.0,0.0,0.0
7.5,27,40,0,0,1.0,0.0,0.0
7.5,28,40,0,0,1.0,0.0,0.0
7.5,29,40,0,0,1.0,0.0,0.0
7.5,30,40,0,0,1.0,0.0,0.0
7.5,31,40,0,0,1.0,0.0,0.0
7.5,32,21,7,12,0.525,0.175,0.3
7.5,33,40,0,0,1.0,0.0,0.0
7.5,34,1,14,25,0.025,0.35,0.625
7.5,35,40,0,0,1.0,0.0,0.0
7.5,36,40,0,0,1.0,0.0,0.0
7.5,37,40,0,0,1.0,0.0,0.0
7.5,38,40,0,0,1.0,0.0,0.0
7.5,39,40,0,0,1.0,0.0,0.0
7.5,40,40,0,0,1.0,0.0,0.0
7.5,41,40,0,0,1.0,0.0,0.0
7.5,42,40,0,0,1.0,0.0,0.0
7.5,43,40,0,0,1.0,0.0,0.0
7.5,44,40,0,0,1.0,0.0,0.0
